"museum_type_count","museum_type","city_administrative_location","state_administrative_location"
"2","GENERAL MUSEUM","SKOKIE","IL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","PARK RIDGE","IL"
"1","GENERAL MUSEUM","EVERGREEN PK","IL"
"10","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CHICAGO","IL"
"2","HISTORIC PRESERVATION","SOUTH HOLLAND","IL"
"1","CHILDREN'S MUSEUM","ELGIN","IL"
"2","ART MUSEUM","INDIANAPOLIS","IL"
"2","HISTORIC PRESERVATION","GLEN ELLYN","IL"
"1","HISTORIC PRESERVATION","CLARENDON HLS","IL"
"1","HISTORY MUSEUM","COLLINSVILLE","IL"
"1","HISTORIC PRESERVATION","CRYSTAL LAKE","IL"
"2","HISTORIC PRESERVATION","GREENUP","IL"
"1","HISTORIC PRESERVATION","DANFORTH","IL"
"4","ART MUSEUM","ELGIN","IL"
"1","HISTORY MUSEUM","BLOOMINGTON","IL"
"1","HISTORIC PRESERVATION","DAVIS JUNCTION","IL"
"5","HISTORIC PRESERVATION","ELGIN","IL"
"1","GENERAL MUSEUM","DE KALB","IL"
"1","HISTORIC PRESERVATION","DELAVAN","IL"
"2","HISTORIC PRESERVATION","DES PLAINES","IL"
"1","GENERAL MUSEUM","CLINTON","IL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","FREEPORT","IL"
"1","HISTORIC PRESERVATION","VILLA GROVE","IL"
"1","GENERAL MUSEUM","TUSCOLA","IL"
"1","GENERAL MUSEUM","EAST SAINT LOUIS","IL"
"1","CHILDREN'S MUSEUM","NAPERVILLE","IL"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","EDWARDSVILLE","IL"
"3","ART MUSEUM","DECATUR","IL"
"1","HISTORIC PRESERVATION","ESSEX","IL"
"1","HISTORIC PRESERVATION","FAIRVIEW","IL"
"1","HISTORIC PRESERVATION","FRANKLIN GROVE","IL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NORMAL","IL"
"1","GENERAL MUSEUM","LEMONT","IL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","PEORIA HEIGHTS","IL"
"1","HISTORIC PRESERVATION","CREVE COEUR","IL"
"1","GENERAL MUSEUM","SOUTH ELGIN","IL"
"1","ART MUSEUM","FREEPORT","IL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MONTICELLO","IL"
"1","GENERAL MUSEUM","MORRIS","IL"
"3","HISTORIC PRESERVATION","DECATUR","IL"
"2","HISTORY MUSEUM","AURORA","IL"
"1","HISTORIC PRESERVATION","HARVARD","IL"
"2","GENERAL MUSEUM","WESTMONT","IL"
"2","HISTORIC PRESERVATION","CARTHAGE","IL"
"1","GENERAL MUSEUM","DU QUOIN","IL"
"1","GENERAL MUSEUM","CICERO","IL"
"1","GENERAL MUSEUM","RARITAN","IL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SPRINGFIELD","IL"
"1","HISTORIC PRESERVATION","BEARDSTOWN","IL"
"1","HISTORIC PRESERVATION","HIGHWOOD","IL"
"1","HISTORIC PRESERVATION","MILLBURN","IL"
"1","HISTORIC PRESERVATION","BUFFALO GROVE","IL"
"2","HISTORIC PRESERVATION","NASHVILLE","IL"
"2","HISTORY MUSEUM","VANDALIA","IL"
"1","HISTORIC PRESERVATION","HOMER","IL"
"1","GENERAL MUSEUM","CRETE","IL"
"1","GENERAL MUSEUM","GRANVILLE","IL"
"1","HISTORY MUSEUM","BIGGSVILLE","IL"
"1","HISTORY MUSEUM","ROMEOVILLE","IL"
"1","HISTORIC PRESERVATION","HUNTLEY","IL"
"1","HISTORIC PRESERVATION","HUTSONVILLE","IL"
"1","HISTORIC PRESERVATION","MASON CITY","IL"
"3","GENERAL MUSEUM","UNION","IL"
"2","HISTORIC PRESERVATION","PONTIAC","IL"
"2","ART MUSEUM","LOCKPORT","IL"
"1","HISTORIC PRESERVATION","INDIANOLA","IL"
"2","GENERAL MUSEUM","PONTIAC","IL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CENTRALIA","IL"
"1","HISTORIC PRESERVATION","KINDERHOOK","IL"
"2","ART MUSEUM","DES PLAINES","IL"
"1","CHILDREN'S MUSEUM","GLENVIEW","IL"
"1","HISTORIC PRESERVATION","LAKE IN THE HILLS","IL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","OAK TERRACE","IL"
"1","HISTORIC PRESERVATION","LEMONT","IL"
"1","ART MUSEUM","MONMOUTH","IL"
"1","HISTORIC PRESERVATION","LEWISTOWN","IL"
"1","HISTORIC PRESERVATION","LEXINGTON","IL"
"1","HISTORIC PRESERVATION","LIBERTYVILLE","IL"
"1","GENERAL MUSEUM","MARTINSVILLE","IL"
"3","HISTORIC PRESERVATION","PETERSBURG","IL"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","LISLE","IL"
"1","ART MUSEUM","RIVERSIDE","IL"
"1","ART MUSEUM","LEMONT","IL"
"1","GENERAL MUSEUM","VANDALIA","IL"
"1","HISTORY MUSEUM","LOVES PARK","IL"
"1","HISTORIC PRESERVATION","LONG GROVE","IL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MACKINAW","IL"
"1","GENERAL MUSEUM","ROCKTON","IL"
"1","HISTORIC PRESERVATION","CARLINVILLE","IL"
"1","HISTORIC PRESERVATION","MAEYSTOWN","IL"
"1","HISTORIC PRESERVATION","MANTENO","IL"
"1","HISTORIC PRESERVATION","MARENGO","IL"
"1","HISTORIC PRESERVATION","LACON","IL"
"1","HISTORIC PRESERVATION","MASCOUTAH","IL"
"1","GENERAL MUSEUM","DES PLAINES","IL"
"1","CHILDREN'S MUSEUM","HUNTLEY","IL"
"1","GENERAL MUSEUM","GERMANTOWN HILLS","IL"
"1","GENERAL MUSEUM","PROSPECT HTS","IL"
"2","HISTORIC PRESERVATION","METAMORA","IL"
"1","NATURAL HISTORY MUSEUM","SYCAMORE","IL"
"1","HISTORIC PRESERVATION","MILLSTADT","IL"
"1","GENERAL MUSEUM","MOUNT VERNON","IL"
"1","GENERAL MUSEUM","MORRISON","IL"
"1","HISTORIC PRESERVATION","MOUNT PULASKI","IL"
"1","HISTORIC PRESERVATION","MULKEYTOWN","IL"
"2","GENERAL MUSEUM","NAPERVILLE","IL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","GRAND TOWER","IL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","SPRINGFIELD","IL"
"1","NATURAL HISTORY MUSEUM","URBANA","IL"
"1","HISTORIC PRESERVATION","NAUVOO","IL"
"1","CHILDREN'S MUSEUM","DEKALB","IL"
"1","HISTORIC PRESERVATION","NORTHBROOK","IL"
"1","HISTORY MUSEUM","NEWARK","IL"
"1","HISTORIC PRESERVATION","OTTERVILLE","IL"
"1","GENERAL MUSEUM","ROSCOE","IL"
"1","HISTORY MUSEUM","PECATONICA","IL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","PEORIA","IL"
"1","HISTORIC PRESERVATION","PINCKNEYVILLE","IL"
"1","HISTORIC PRESERVATION","PITTSFIELD","IL"
"1","HISTORY MUSEUM","POPLAR GROVE","IL"
"2","HISTORIC PRESERVATION","ST CHARLES","IL"
"1","CHILDREN'S MUSEUM","ROCK ISLAND","IL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","BATAVIA","IL"
"1","HISTORIC PRESERVATION","MOKENA","IL"
"1","HISTORIC PRESERVATION","OLNEY","IL"
"1","HISTORIC PRESERVATION","GLASFORD","IL"
"1","GENERAL MUSEUM","RIVERSIDE","IL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","DECATUR","IL"
"1","HISTORIC PRESERVATION","HENRY","IL"
"1","GENERAL MUSEUM","FRANKFORT","IL"
"1","HISTORIC PRESERVATION","SENECA","IL"
"1","GENERAL MUSEUM","SHABBONA","IL"
"1","HISTORIC PRESERVATION","SHELBYVILLE","IL"
"1","HISTORIC PRESERVATION","SIDELL","IL"
"1","HISTORIC PRESERVATION","SIDNEY","IL"
"1","GENERAL MUSEUM","WHITTINGTON","IL"
"1","HISTORIC PRESERVATION","SPRING VALLEY","IL"
"1","HISTORIC PRESERVATION","TOULON","IL"
"1","GENERAL MUSEUM","SANDWICH","IL"
"1","HISTORIC PRESERVATION","TAMPICO","IL"
"1","GENERAL MUSEUM","GRIDLEY","IL"
"1","HISTORIC PRESERVATION","THEBES","IL"
"1","HISTORIC PRESERVATION","VERSAILLES","IL"
"1","GENERAL MUSEUM","SCHAUMBURG","IL"
"1","GENERAL MUSEUM","VOLO","IL"
"1","HISTORIC PRESERVATION","MOUNT CARMEL","IL"
"1","HISTORIC PRESERVATION","WAUCONDA","IL"
"1","ART MUSEUM","MACOMB","IL"
"1","HISTORIC PRESERVATION","WESTERN SPRGS","IL"
"1","HISTORIC PRESERVATION","WHEELING","IL"
"1","GENERAL MUSEUM","SALEM","IL"
"1","HISTORIC PRESERVATION","WILMETTE","IL"
"1","GENERAL MUSEUM","STOCKTON","IL"
"1","ART MUSEUM","JACKSONVILLE","IL"
"1","HISTORIC PRESERVATION","EUREKA","IL"
"1","GENERAL MUSEUM","EFFINGHAM","IL"
"6","GENERAL MUSEUM","MUNCIE","IN"
"1","HISTORIC PRESERVATION","DECATUR","IN"
"1","GENERAL MUSEUM","CROWN POINT","IN"
"4","GENERAL MUSEUM","ANDERSON","IN"
"3","GENERAL MUSEUM","ZIONSVILLE","IN"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","TERRE HAUTE","IN"
"1","GENERAL MUSEUM","PORTER","IN"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","MUNCIE","IN"
"4","GENERAL MUSEUM","MICHIGAN CITY","IN"
"1","HISTORIC PRESERVATION","BATESVILLE","IN"
"1","HISTORIC PRESERVATION","HARTFORD CITY","IN"
"1","ART MUSEUM","VALPARAISO","IN"
"2","HISTORIC PRESERVATION","BRAZIL","IN"
"1","HISTORIC PRESERVATION","W LAFAYETTE","IN"
"4","GENERAL MUSEUM","TERRE HAUTE","IN"
"3","HISTORIC PRESERVATION","DELPHI","IN"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WABASH","IN"
"1","CHILDREN'S MUSEUM","CEDAR LAKE","IN"
"1","HISTORIC PRESERVATION","FRANKFORT","IN"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CENTERVILLE","IN"
"3","HISTORIC PRESERVATION","WASHINGTON","IN"
"2","GENERAL MUSEUM","PERU","IN"
"2","HISTORIC PRESERVATION","DEMOTTE","IN"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","LIGONIER","IN"
"1","HISTORIC PRESERVATION","DYER","IN"
"1","HISTORY MUSEUM","BLOOMINGTON","IN"
"3","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","EVANSVILLE","IN"
"3","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","EVANSVILLE","IN"
"5","ART MUSEUM","BLOOMINGTON","IN"
"2","HISTORIC PRESERVATION","WEST LAFAYETTE","IN"
"1","HISTORY MUSEUM","VEEDERSBURG","IN"
"1","HISTORY MUSEUM","FRANKFORT","IN"
"1","HISTORIC PRESERVATION","CEDAR GROVE","IN"
"2","HISTORIC PRESERVATION","FRANKLIN","IN"
"3","GENERAL MUSEUM","FRENCH LICK","IN"
"2","ART MUSEUM","RICHMOND","IN"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MARION","IN"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","INDIANAPOLIS","IN"
"1","ART MUSEUM","GARRETT","IN"
"1","GENERAL MUSEUM","DUNKIRK","IN"
"1","GENERAL MUSEUM","GOSPORT","IN"
"1","HISTORIC PRESERVATION","GRABILL","IN"
"2","HISTORIC PRESERVATION","MARION","IN"
"1","HISTORIC PRESERVATION","GREENTOWN","IN"
"1","ART MUSEUM","HANOVER","IN"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","EVANSVILLE","IN"
"2","HISTORIC PRESERVATION","AURORA","IN"
"1","HISTORIC PRESERVATION","BREMEN","IN"
"1","HISTORY MUSEUM","CONNERSVILLE","IN"
"2","HISTORIC PRESERVATION","HUNTINGTON","IN"
"2","HISTORIC PRESERVATION","HAGERSTOWN","IN"
"2","HISTORIC PRESERVATION","VERSAILLES","IN"
"3","HISTORIC PRESERVATION","WARSAW","IN"
"2","HISTORIC PRESERVATION","LADOGA","IN"
"2","HISTORIC PRESERVATION","ATTICA","IN"
"4","HISTORIC PRESERVATION","PLYMOUTH","IN"
"3","HISTORIC PRESERVATION","VEVAY","IN"
"2","HISTORIC PRESERVATION","RUSSIAVILLE","IN"
"1","HISTORY MUSEUM","KOKOMO","IN"
"3","GENERAL MUSEUM","CAMBRIDGE CITY","IN"
"1","GENERAL MUSEUM","JASPER","IN"
"2","HISTORIC PRESERVATION","KENTLAND","IN"
"1","ART MUSEUM","OAKLAND CITY","IN"
"1","HISTORIC PRESERVATION","CANAAN","IN"
"2","HISTORY MUSEUM","ELKHART","IN"
"1","GENERAL MUSEUM","HAMMOND","IN"
"1","HISTORIC PRESERVATION","BOGGSTOWN","IN"
"1","NATURAL HISTORY MUSEUM","RICHMOND","IN"
"1","HISTORIC PRESERVATION","KOUTS","IN"
"1","HISTORIC PRESERVATION","LINCOLN CITY","IN"
"1","HISTORY MUSEUM","MIDDLEBURY","IN"
"1","HISTORIC PRESERVATION","ANDERSON","IN"
"1","HISTORIC PRESERVATION","ZIONSVILLE","IN"
"1","HISTORIC PRESERVATION","MATTHEWS","IN"
"1","HISTORY MUSEUM","NEW HAVEN","IN"
"1","HISTORIC PRESERVATION","MECCA","IN"
"1","HISTORIC PRESERVATION","MONTEZUMA","IN"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","MICHIGAN CITY","IN"
"1","HISTORIC PRESERVATION","MIDDLEBURY","IN"
"1","GENERAL MUSEUM","MORGANTOWN","IN"
"3","ART MUSEUM","NOTRE DAME","IN"
"1","GENERAL MUSEUM","DANVILLE","IN"
"1","GENERAL MUSEUM","GARY","IN"
"1","ART MUSEUM","NEW HARMONY","IN"
"1","GENERAL MUSEUM","NEWBURGH","IN"
"1","GENERAL MUSEUM","CHETSERTON","IN"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","GARY","IN"
"1","HISTORIC PRESERVATION","OSCEOLA","IN"
"1","HISTORIC PRESERVATION","ROCKVILLE","IN"
"1","GENERAL MUSEUM","SALEM","IN"
"1","GENERAL MUSEUM","VALPARAISO","IN"
"1","HISTORIC PRESERVATION","UNION CITY","IN"
"1","HISTORIC PRESERVATION","WINAMAC","IN"
"1","HISTORY MUSEUM","GREENCASTLE","IN"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","RICHMOND","IN"
"2","GENERAL MUSEUM","NEW HARMONY","IN"
"2","GENERAL MUSEUM","VINCENNES","IN"
"1","HISTORIC PRESERVATION","REMINGTON","IN"
"1","GENERAL MUSEUM","ROANOKE","IN"
"1","GENERAL MUSEUM","ROCKPORT","IN"
"2","HISTORIC PRESERVATION","SHERIDAN","IN"
"1","HISTORIC PRESERVATION","SHIRLEY","IN"
"1","NATURAL HISTORY MUSEUM","GREENSBURG","IN"
"1","GENERAL MUSEUM","KNOX","IN"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","CHARLESTOWN","IN"
"1","HISTORY MUSEUM","SYRACUSE","IN"
"1","HISTORIC PRESERVATION","SANTA CLAUS","IN"
"1","GENERAL MUSEUM","THORNTOWN","IN"
"1","HISTORIC PRESERVATION","LOWELL","IN"
"1","HISTORIC PRESERVATION","LIBERTY","IN"
"1","HISTORIC PRESERVATION","NEWPORT","IN"
"1","ART MUSEUM","CRAWFORDSVILLE","IN"
"1","GENERAL MUSEUM","BOONVILLE","IN"
"1","HISTORIC PRESERVATION","RICHMOND","IN"
"1","GENERAL MUSEUM","ELWOOD","IN"
"2","HISTORIC PRESERVATION","WESTFIELD","IN"
"1","HISTORIC PRESERVATION","WESTVILLE","IN"
"1","HISTORIC PRESERVATION","MONTICELLO","IN"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","ZIONSVILLE","IN"
"1","GENERAL MUSEUM","ALTA VISTA","KS"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","ANDOVER","KS"
"1","HISTORIC PRESERVATION","ARGONIA","KS"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","HOLTON","KS"
"1","GENERAL MUSEUM","BISON","KS"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","BELLE PLAINE","KS"
"1","HISTORIC PRESERVATION","BAXTER SPRINGS","KS"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WICHITA","KS"
"2","GENERAL MUSEUM","AUGUSTA","KS"
"12","HISTORIC PRESERVATION","TOPEKA","KS"
"1","GENERAL MUSEUM","ARKANSAS CITY","KS"
"1","GENERAL MUSEUM","WELLINGTON","KS"
"2","HISTORIC PRESERVATION","VALLEY FALLS","KS"
"1","HISTORY MUSEUM","KANSAS CITY","KS"
"1","HISTORIC PRESERVATION","CONCORDIA","KS"
"1","HISTORIC PRESERVATION","COLWICH","KS"
"2","HISTORIC PRESERVATION","PITTSBURG","KS"
"1","HISTORIC PRESERVATION","CUNNINGHAM","KS"
"1","CHILDREN'S MUSEUM","PARSONS","KS"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","EMPORIA","KS"
"1","HISTORY MUSEUM","OBERLIN","KS"
"2","ART MUSEUM","PRATT","KS"
"3","HISTORIC PRESERVATION","DODGE CITY","KS"
"2","HISTORIC PRESERVATION","MARYSVILLE","KS"
"1","HISTORIC PRESERVATION","TROY","KS"
"1","GENERAL MUSEUM","HIAWATHA","KS"
"1","HISTORIC PRESERVATION","GRENOLA","KS"
"1","HISTORIC PRESERVATION","SUBLETTE","KS"
"1","HISTORIC PRESERVATION","BUHLER","KS"
"1","HISTORY MUSEUM","MANHATTAN","KS"
"1","HISTORIC PRESERVATION","ANTHONY","KS"
"1","HISTORIC PRESERVATION","HANOVER","KS"
"1","GENERAL MUSEUM","INMAN","KS"
"1","HISTORIC PRESERVATION","HOLTON","KS"
"1","HISTORIC PRESERVATION","MANKATO","KS"
"1","GENERAL MUSEUM","KANORADO","KS"
"2","GENERAL MUSEUM","HUTCHINSON","KS"
"1","GENERAL MUSEUM","MARQUETTE","KS"
"2","HISTORIC PRESERVATION","COUNCIL GROVE","KS"
"1","HISTORY MUSEUM","LAKIN","KS"
"1","HISTORIC PRESERVATION","GREENSBURG","KS"
"1","HISTORIC PRESERVATION","KIOWA","KS"
"2","HISTORIC PRESERVATION","OVERLAND PARK","KS"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","PITTSBURG","KS"
"1","HISTORIC PRESERVATION","LACYGNE","KS"
"1","HISTORIC PRESERVATION","BONNER SPRINGS","KS"
"1","HISTORIC PRESERVATION","LANSING","KS"
"2","ART MUSEUM","LAWRENCE","KS"
"1","HISTORY MUSEUM","LEAVENWORTH","KS"
"2","HISTORIC PRESERVATION","VERMILLION","KS"
"1","HISTORY MUSEUM","MCCRACKEN","KS"
"1","ART MUSEUM","MCPHERSON","KS"
"1","HISTORIC PRESERVATION","ERIE","KS"
"1","GENERAL MUSEUM","PLEASANTON","KS"
"1","HISTORY MUSEUM","FRANKLIN","KS"
"1","HISTORIC PRESERVATION","BELOIT","KS"
"1","HISTORIC PRESERVATION","MOUNDRIDGE","KS"
"1","ART MUSEUM","TOPEKA","KS"
"1","GENERAL MUSEUM","SAINT FRANCIS","KS"
"1","HISTORIC PRESERVATION","OLATHE","KS"
"2","GENERAL MUSEUM","BALDWIN CITY","KS"
"1","HISTORIC PRESERVATION","ST PAUL","KS"
"1","GENERAL MUSEUM","OSAWATOMIE","KS"
"1","GENERAL MUSEUM","OSBORNE","KS"
"1","HISTORIC PRESERVATION","OSWEGO","KS"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","OVERLAND PARK","KS"
"1","NATURAL HISTORY MUSEUM","PITTSBURG","KS"
"1","CHILDREN'S MUSEUM","LENEXA","KS"
"2","HISTORIC PRESERVATION","WESTMORELAND","KS"
"1","HISTORIC PRESERVATION","LINDSBORG","KS"
"1","HISTORIC PRESERVATION","LYONS","KS"
"1","NATURAL HISTORY MUSEUM","EMPORIA","KS"
"1","GENERAL MUSEUM","COTTONWOOD FALLS","KS"
"1","HISTORIC PRESERVATION","ROSE HILL","KS"
"1","GENERAL MUSEUM","KINGMAN","KS"
"1","HISTORIC PRESERVATION","ELLINWOOD","KS"
"1","HISTORIC PRESERVATION","STAFFORD","KS"
"1","HISTORIC PRESERVATION","TESCOTT","KS"
"1","HISTORIC PRESERVATION","TOWANDA","KS"
"1","HISTORIC PRESERVATION","LEAWOOD","KS"
"1","HISTORIC PRESERVATION","VALLEY CENTER","KS"
"1","HISTORIC PRESERVATION","BONNER SPRNGS","KS"
"3","HISTORIC PRESERVATION","HODGENVILLE","KY"
"1","HISTORIC PRESERVATION","LAWRENCEBURG","KY"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","RICHMOND","KY"
"1","ART MUSEUM","HOPKINSVILLE","KY"
"2","HISTORIC PRESERVATION","AUBURN","KY"
"6","HISTORY MUSEUM","LEXINGTON","KY"
"2","HISTORIC PRESERVATION","WICKLIFFE","KY"
"1","HISTORY MUSEUM","RICHMOND","KY"
"1","HISTORIC PRESERVATION","MIDDLESBORO","KY"
"1","NATURAL HISTORY MUSEUM","MARION","KY"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","UNION","KY"
"14","HISTORIC PRESERVATION","LEXINGTON","KY"
"1","ART MUSEUM","MURRAY","KY"
"1","HISTORIC PRESERVATION","CORBIN","KY"
"1","GENERAL MUSEUM","HEBRON","KY"
"1","ART MUSEUM","BEREA","KY"
"1","HISTORIC PRESERVATION","ELKHORN CITY","KY"
"2","HISTORIC PRESERVATION","BEATTYVILLE","KY"
"1","HISTORIC PRESERVATION","WARSAW","KY"
"5","HISTORIC PRESERVATION","PADUCAH","KY"
"2","HISTORIC PRESERVATION","GREENSBURG","KY"
"1","GENERAL MUSEUM","LEWISPORT","KY"
"1","GENERAL MUSEUM","HAWESVILLE","KY"
"1","HISTORIC PRESERVATION","HAWESVILLE","KY"
"1","GENERAL MUSEUM","WASHINGTON","KY"
"1","HISTORIC PRESERVATION","CYNTHIANA","KY"
"1","HISTORIC PRESERVATION","MUNFORDVILLE","KY"
"1","ART MUSEUM","HENDERSON","KY"
"1","GENERAL MUSEUM","CLINTON","KY"
"1","HISTORIC PRESERVATION","RUSSELLVILLE","KY"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","OWENSBORO","KY"
"1","GENERAL MUSEUM","CARLISLE","KY"
"1","HISTORIC PRESERVATION","BARBOURVILLE","KY"
"1","HISTORIC PRESERVATION","LONDON","KY"
"1","HISTORIC PRESERVATION","VANCEBURG","KY"
"2","CHILDREN'S MUSEUM","LEXINGTON","KY"
"2","HISTORIC PRESERVATION","STANFORD","KY"
"1","ART MUSEUM","COLUMBIA","KY"
"1","HISTORIC PRESERVATION","EDDYVILLE","KY"
"1","HISTORY MUSEUM","PRESTONSBURG","KY"
"1","GENERAL MUSEUM","MIDWAY","KY"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NANCY","KY"
"1","HISTORIC PRESERVATION","MINERVA","KY"
"1","HISTORIC PRESERVATION","MOUNT WASHINGTON","KY"
"1","GENERAL MUSEUM","LONDON","KY"
"1","HISTORIC PRESERVATION","NEWPORT","KY"
"1","HISTORIC PRESERVATION","HARTFORD","KY"
"1","HISTORIC PRESERVATION","OLIVE HILL","KY"
"1","HISTORIC PRESERVATION","OWENTON","KY"
"1","ART MUSEUM","CAMPBELLSVILLE","KY"
"1","HISTORIC PRESERVATION","FALMOUTH","KY"
"1","GENERAL MUSEUM","HOPKINSVILLE","KY"
"1","HISTORIC PRESERVATION","MOUNT VERNON","KY"
"1","HISTORIC PRESERVATION","AUGUSTA","KY"
"1","HISTORIC PRESERVATION","CAMPBELLSVLLE","KY"
"1","GENERAL MUSEUM","STAFFORDSVILLE","KY"
"1","HISTORIC PRESERVATION","WAYLAND","KY"
"1","GENERAL MUSEUM","MONTICELLO","KY"
"1","HISTORIC PRESERVATION","WILLISBURG","KY"
"1","HISTORIC PRESERVATION","CAMPTON","KY"
"1","GENERAL MUSEUM","BARKSDALE AFB","LA"
"2","HISTORIC PRESERVATION","ABBEVILLE","LA"
"1","HISTORIC PRESERVATION","ERATH","LA"
"3","GENERAL MUSEUM","ALEXANDRIA","LA"
"6","HISTORIC PRESERVATION","NATCHITOCHES","LA"
"1","HISTORIC PRESERVATION","PLEASANT HILL","LA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","BATON ROUGE","LA"
"1","GENERAL MUSEUM","NIATCHITOCHES","LA"
"12","GENERAL MUSEUM","BATON ROUGE","LA"
"2","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","LAFAYETTE","LA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CHAUVIN","LA"
"1","GENERAL MUSEUM","COTTONPORT","LA"
"2","GENERAL MUSEUM","OPELOUSAS","LA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","BENTON","LA"
"1","ART MUSEUM","DEQUINCY","LA"
"1","ART MUSEUM","RUSTON","LA"
"1","ART MUSEUM","BOSSIER CITY","LA"
"1","HISTORIC PRESERVATION","MINDEN","LA"
"1","HISTORIC PRESERVATION","DRY PRONG","LA"
"1","GENERAL MUSEUM","GRAMBLING","LA"
"1","HISTORIC PRESERVATION","THIBODAUX","LA"
"1","HISTORIC PRESERVATION","LIVINGSTON","LA"
"1","GENERAL MUSEUM","EUNICE","LA"
"1","GENERAL MUSEUM","GARYVILLE","LA"
"1","GENERAL MUSEUM","GRETNA","LA"
"1","GENERAL MUSEUM","MINDEN","LA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","BAKER","LA"
"1","HISTORY MUSEUM","HOMER","LA"
"2","HISTORIC PRESERVATION","ALEXANDRIA","LA"
"1","HISTORIC PRESERVATION","CLOUTIERVILLE","LA"
"2","GENERAL MUSEUM","MADISONVILLE","LA"
"1","HISTORIC PRESERVATION","RUSTON","LA"
"2","GENERAL MUSEUM","COLUMBIA","LA"
"1","GENERAL MUSEUM","LAFITTE","LA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","JENNINGS","LA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","METAIRIE","LA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","RUSTON","LA"
"5","ART MUSEUM","SHREVEPORT","LA"
"1","HISTORIC PRESERVATION","GIBSLAND","LA"
"1","HISTORY MUSEUM","LEESVILLE","LA"
"1","HISTORY MUSEUM","RUSTON","LA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MANDEVILLE","LA"
"1","HISTORIC PRESERVATION","MANDEVILLE","LA"
"1","ART MUSEUM","LAFAYETTE","LA"
"2","ART MUSEUM","PINEVILLE","LA"
"1","CHILDREN'S MUSEUM","ALEXANDRIA","LA"
"1","HISTORIC PRESERVATION","RAYNE","LA"
"1","HISTORIC PRESERVATION","GILLIAM","LA"
