"museum_type_count","museum_type","city_administrative_location","state_administrative_location"
"1","ART MUSEUM","DONALDSONVLLE","LA"
"1","HISTORIC PRESERVATION","DESTREHAN","LA"
"2","GENERAL MUSEUM","FRANKLIN","LA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","COLUMBIA","LA"
"1","HISTORIC PRESERVATION","SCOTT","LA"
"1","HISTORIC PRESERVATION","SIMMESPORT","LA"
"1","ART MUSEUM","BASTROP","LA"
"1","HISTORIC PRESERVATION","RESERVE","LA"
"1","GENERAL MUSEUM","GONZALES","LA"
"1","HISTORIC PRESERVATION","TIOGA","LA"
"1","ART MUSEUM","FARMERVILLE","LA"
"1","HISTORIC PRESERVATION","LEESVILLE","LA"
"1","HISTORY MUSEUM","FRANKLINTON","LA"
"1","HISTORY MUSEUM","FRANKLIN","LA"
"1","HISTORIC PRESERVATION","ZACHARY","LA"
"4","GENERAL MUSEUM","PLYMOUTH","MA"
"2","HISTORIC PRESERVATION","WEYMOUTH","MA"
"2","HISTORIC PRESERVATION","ACTON","MA"
"3","HISTORIC PRESERVATION","QUINCY","MA"
"12","ART MUSEUM","CAMBRIDGE","MA"
"1","HISTORIC PRESERVATION","WEST TISBURY","MA"
"34","HISTORIC PRESERVATION","BOSTON","MA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","WORCESTER","MA"
"1","HISTORY MUSEUM","NEWBURY","MA"
"5","HISTORIC PRESERVATION","WALTHAM","MA"
"5","HISTORIC PRESERVATION","CAMBRIDGE","MA"
"1","HISTORY MUSEUM","AMESBURY","MA"
"1","HISTORIC PRESERVATION","MONSON","MA"
"1","GENERAL MUSEUM","LEE","MA"
"1","GENERAL MUSEUM","AQUINNAH","MA"
"3","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CAMBRIDGE","MA"
"1","ART MUSEUM","PAXTON","MA"
"6","HISTORIC PRESERVATION","NANTUCKET","MA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","CUMMINGTON","MA"
"3","HISTORY MUSEUM","ATTLEBORO","MA"
"1","HISTORIC PRESERVATION","AUBURN","MA"
"2","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","SOUTH HADLEY","MA"
"11","GENERAL MUSEUM","CAMBRIDGE","MA"
"2","HISTORIC PRESERVATION","BARNSTABLE","MA"
"1","HISTORIC PRESERVATION","BALMONT","MA"
"2","ART MUSEUM","PITTSFIELD","MA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","MILTON","MA"
"1","HISTORIC PRESERVATION","BOLTON","MA"
"6","GENERAL MUSEUM","LOWELL","MA"
"1","GENERAL MUSEUM","WALPOLE","MA"
"2","HISTORIC PRESERVATION","BUZZARDS BAY","MA"
"1","HISTORIC PRESERVATION","BOXBOROUGH","MA"
"5","HISTORIC PRESERVATION","BROOKLINE","MA"
"1","HISTORIC PRESERVATION","BUCKLAND","MA"
"1","HISTORY MUSEUM","LANCASTER","MA"
"2","HISTORIC PRESERVATION","NORTH READING","MA"
"3","HISTORIC PRESERVATION","WESTFORD","MA"
"1","HISTORIC PRESERVATION","HANSON","MA"
"1","HISTORIC PRESERVATION","S WELLFLEET","MA"
"1","ART MUSEUM","DENNIS","MA"
"1","ART MUSEUM","CHATHAM","MA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","ATTLEBORO","MA"
"2","GENERAL MUSEUM","MILTON","MA"
"1","GENERAL MUSEUM","WESTON","MA"
"1","HISTORIC PRESERVATION","CATAUMET","MA"
"2","HISTORIC PRESERVATION","WESTMINSTER","MA"
"2","HISTORIC PRESERVATION","CHARLEMONT","MA"
"2","GENERAL MUSEUM","WALTHAM","MA"
"3","HISTORIC PRESERVATION","CHELMSFORD","MA"
"1","GENERAL MUSEUM","CHESTER","MA"
"1","CHILDREN'S MUSEUM","FALL RIVER","MA"
"1","CHILDREN'S MUSEUM","PLYMOUTH","MA"
"1","GENERAL MUSEUM","NORTH OXFORD","MA"
"1","HISTORIC PRESERVATION","CLINTON","MA"
"2","HISTORIC PRESERVATION","SHEFFIELD","MA"
"4","HISTORIC PRESERVATION","WAKEFIELD","MA"
"1","HISTORIC PRESERVATION","COLAIN","MA"
"3","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","BOSTON","MA"
"1","ART MUSEUM","CONCORD","MA"
"3","HISTORIC PRESERVATION","DARTMOUTH","MA"
"3","NATURAL HISTORY MUSEUM","CAMBRIDGE","MA"
"1","ART MUSEUM","LINCOLN","MA"
"2","HISTORIC PRESERVATION","DEDHAM","MA"
"1","HISTORIC PRESERVATION","DEVENS","MA"
"1","HISTORIC PRESERVATION","DIGHTON","MA"
"3","GENERAL MUSEUM","SOUTH HADLEY","MA"
"1","CHILDREN'S MUSEUM","ACTON","MA"
"2","HISTORIC PRESERVATION","YARMOUTH PORT","MA"
"5","GENERAL MUSEUM","NEW BEDFORD","MA"
"8","GENERAL MUSEUM","SALEM","MA"
"2","GENERAL MUSEUM","PETERSHAM","MA"
"2","HISTORY MUSEUM","CHESTNUT HILL","MA"
"1","GENERAL MUSEUM","ORLEANS","MA"
"2","ART MUSEUM","NEW BEDFORD","MA"
"1","HISTORIC PRESERVATION","GRAFTON","MA"
"2","HISTORIC PRESERVATION","GRANVILLE","MA"
"1","HISTORIC PRESERVATION","GT BARRINGTON","MA"
"1","GENERAL MUSEUM","AVON","MA"
"1","HISTORIC PRESERVATION","HALIFAX","MA"
"1","GENERAL MUSEUM","TURNERS FALLS","MA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","W HYANNISPORT","MA"
"1","GENERAL MUSEUM","SOUTH GRAFTON","MA"
"1","HISTORY MUSEUM","HAVERHILL","MA"
"2","HISTORIC PRESERVATION","HAVERHILL","MA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","SANDWICH","MA"
"1","HISTORIC PRESERVATION","NORTHAMPTON","MA"
"2","HISTORIC PRESERVATION","SOMERVILLE","MA"
"3","HISTORIC PRESERVATION","MARSHFIELD","MA"
"2","HISTORIC PRESERVATION","WEBSTER","MA"
"2","HISTORIC PRESERVATION","NEWBURYPORT","MA"
"1","HISTORIC PRESERVATION","PHILLIPSTON","MA"
"1","HISTORIC PRESERVATION","COTUIT","MA"
"1","HISTORIC PRESERVATION","HUDSON","MA"
"1","GENERAL MUSEUM","HULL","MA"
"3","HISTORIC PRESERVATION","WILLIAMSTOWN","MA"
"1","GENERAL MUSEUM","DIGHTON","MA"
"1","GENERAL MUSEUM","MONSON","MA"
"1","HISTORIC PRESERVATION","LANCASTER","MA"
"1","HISTORIC PRESERVATION","LEE","MA"
"1","HISTORIC PRESERVATION","CARVER","MA"
"1","GENERAL MUSEUM","ACUSHNET","MA"
"2","HISTORIC PRESERVATION","MANCHESTER","MA"
"1","GENERAL MUSEUM","MIDDLETON","MA"
"1","HISTORIC PRESERVATION","LYNNFIELD","MA"
"1","HISTORIC PRESERVATION","MAGNOLIA","MA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MARSHFIELD","MA"
"1","HISTORIC PRESERVATION","LUNENBURG","MA"
"1","GENERAL MUSEUM","MAYNARD","MA"
"1","HISTORIC PRESERVATION","MERRIMAC","MA"
"1","HISTORIC PRESERVATION","METHUEN","MA"
"3","HISTORIC PRESERVATION","WOBURN","MA"
"1","HISTORIC PRESERVATION","MILLBURY","MA"
"2","HISTORIC PRESERVATION","MILTON","MA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CONCORD","MA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","BUZZARDS BAY","MA"
"1","GENERAL MUSEUM","HUBBARDSTON","MA"
"1","HISTORIC PRESERVATION","SOUTHFIELD","MA"
"1","ART MUSEUM","NEWBURYPORT","MA"
"2","HISTORY MUSEUM","BOSTON","MA"
"1","HISTORIC PRESERVATION","NORTH ATTLEBORO","MA"
"1","HISTORIC PRESERVATION","NORTON","MA"
"1","HISTORIC PRESERVATION","NORWELL","MA"
"1","HISTORIC PRESERVATION","OAKHAM","MA"
"1","GENERAL MUSEUM","CONCORD","MA"
"5","HISTORIC PRESERVATION","SALEM","MA"
"1","HISTORIC PRESERVATION","WEST NEWTON","MA"
"2","GENERAL MUSEUM","WESTFIELD","MA"
"1","HISTORIC PRESERVATION","PLYMPTON","MA"
"1","GENERAL MUSEUM","PROVINCETOWN","MA"
"1","HISTORIC PRESERVATION","WEST SPRINGFIELD","MA"
"1","HISTORIC PRESERVATION","RAYNHAM","MA"
"1","GENERAL MUSEUM","READING","MA"
"1","HISTORIC PRESERVATION","REVERE","MA"
"1","GENERAL MUSEUM","MIDDLEBORO","MA"
"1","HISTORIC PRESERVATION","ROWE","MA"
"1","HISTORIC PRESERVATION","RUTLAND","MA"
"1","HISTORIC PRESERVATION","SALISBURY","MA"
"2","HISTORIC PRESERVATION","MARION","MA"
"1","HISTORIC PRESERVATION","SHELBURNE FLS","MA"
"1","HISTORIC PRESERVATION","SHUTESBURY","MA"
"1","ART MUSEUM","NORTHAMPTON","MA"
"1","HISTORIC PRESERVATION","SOUTH BOSTON","MA"
"1","GENERAL MUSEUM","SOUTH BOSTON","MA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SCITUATE","MA"
"1","HISTORY MUSEUM","MARLBOROUGH","MA"
"1","GENERAL MUSEUM","ADAMS","MA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","EAST SANDWICH","MA"
"1","HISTORIC PRESERVATION","INDIAN ORCH","MA"
"1","GENERAL MUSEUM","DRACUT","MA"
"1","GENERAL MUSEUM","BARNSTABLE","MA"
"2","HISTORIC PRESERVATION","WAREHAM","MA"
"2","HISTORIC PRESERVATION","TRURO","MA"
"1","GENERAL MUSEUM","BEVERLY","MA"
"1","HISTORY MUSEUM","UPTON","MA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","WAQUOIT","MA"
"1","HISTORIC PRESERVATION","WARE","MA"
"1","HISTORIC PRESERVATION","WELLESLEY","MA"
"1","HISTORIC PRESERVATION","WENDELL","MA"
"1","HISTORIC PRESERVATION","VINEYARD HAVEN","MA"
"1","HISTORIC PRESERVATION","WEST NEWBURY","MA"
"1","HISTORIC PRESERVATION","WEST STOCKBRIDGE","MA"
"1","HISTORIC PRESERVATION","WESTBOROUGH","MA"
"1","HISTORIC PRESERVATION","WESTFIELD","MA"
"1","ART MUSEUM","WESTPORT PT","MA"
"1","GENERAL MUSEUM","NORTH GRAFTON","MA"
"1","HISTORY MUSEUM","SALEM","MA"
"1","HISTORIC PRESERVATION","WOODS HOLE","MA"
"1","GENERAL MUSEUM","BARRE","MA"
"1","NATURAL HISTORY MUSEUM","WORCESTER","MA"
"1","HISTORIC PRESERVATION","WORTHINGTON","MA"
"3","HISTORIC PRESERVATION","ABERDEEN","MD"
"1","GENERAL MUSEUM","MARION STATIO","MD"
"2","HISTORIC PRESERVATION","MARDELA SPRINGS","MD"
"2","GENERAL MUSEUM","WALDORF","MD"
"2","HISTORIC PRESERVATION","UPPER MARLBORO","MD"
"7","ART MUSEUM","TOWSON","MD"
"1","HISTORIC PRESERVATION","BERLIN","MD"
"3","GENERAL MUSEUM","FREDERICK","MD"
"2","HISTORIC PRESERVATION","OAKLAND","MD"
"4","ART MUSEUM","LARGO","MD"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","HUNT VALLEY","MD"
"1","GENERAL MUSEUM","UPPER MARLBORO","MD"
"1","GENERAL MUSEUM","INDIAN HEAD","MD"
"1","GENERAL MUSEUM","SOLOMONS","MD"
"2","GENERAL MUSEUM","BERLIN","MD"
"1","HISTORIC PRESERVATION","DENTON","MD"
"1","HISTORIC PRESERVATION","SAVAGE","MD"
"1","HISTORIC PRESERVATION","JEFFERSON","MD"
"3","HISTORIC PRESERVATION","THURMONT","MD"
"1","HISTORIC PRESERVATION","BRYANS ROAD","MD"
"1","HISTORIC PRESERVATION","MT VICTORIA","MD"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MANCHESTER","MD"
"2","ART MUSEUM","CHESTERTOWN","MD"
"2","HISTORIC PRESERVATION","KENSINGTON","MD"
"2","HISTORIC PRESERVATION","ST MICHAELS","MD"
"2","ART MUSEUM","BOWIE","MD"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","HAGERSTOWN","MD"
"1","HISTORY MUSEUM","HAGERSTOWN","MD"
"1","HISTORIC PRESERVATION","DUNDALK","MD"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","BOWIE","MD"
"1","GENERAL MUSEUM","SALISBURY","MD"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","GLEN ECHO","MD"
"1","HISTORIC PRESERVATION","FEDERALSBURG","MD"
"1","HISTORIC PRESERVATION","SPARKS","MD"
"1","HISTORIC PRESERVATION","BIG POOL","MD"
"1","HISTORIC PRESERVATION","BETHESDA","MD"
"2","HISTORY MUSEUM","EMMITSBURG","MD"
"2","GENERAL MUSEUM","SNOW HILL","MD"
"2","HISTORIC PRESERVATION","GALESVILLE","MD"
"2","HISTORIC PRESERVATION","GERMANTOWN","MD"
"1","HISTORIC PRESERVATION","GIBSON ISLAND","MD"
"1","HISTORIC PRESERVATION","GRANITE","MD"
"1","GENERAL MUSEUM","GREENBELT","MD"
"3","HISTORIC PRESERVATION","TOWSON","MD"
"1","GENERAL MUSEUM","HVRE DE GRACE","MD"
"3","GENERAL MUSEUM","CLINTON","MD"
"2","HISTORIC PRESERVATION","POTOMAC","MD"
"2","HISTORIC PRESERVATION","OXFORD","MD"
"1","HISTORIC PRESERVATION","SYKESVILLE","MD"
"1","HISTORIC PRESERVATION","TAKOMA PARK","MD"
"1","HISTORIC PRESERVATION","WOODBINE","MD"
"1","GENERAL MUSEUM","DARLINGTON","MD"
"2","HISTORIC PRESERVATION","GRANTSVILLE","MD"
"1","GENERAL MUSEUM","ROCKVILLE","MD"
"1","ART MUSEUM","ABINGDON","MD"
"1","GENERAL MUSEUM","SAINT LEONARD","MD"
"1","HISTORIC PRESERVATION","ADAMSTOWN","MD"
"2","GENERAL MUSEUM","KENNEDYVILLE","MD"
"2","ART MUSEUM","ROCKVILLE","MD"
"2","ART MUSEUM","FREDERICK","MD"
"1","HISTORY MUSEUM","WEST FRIENDSHIP","MD"
"1","HISTORIC PRESERVATION","UPPERCO","MD"
"2","HISTORY MUSEUM","COCKEYSVILLE","MD"
"1","HISTORIC PRESERVATION","MIDDLETOWN","MD"
"4","HISTORIC PRESERVATION","ROCKVILLE","MD"
"1","ART MUSEUM","PRINCESS ANNE","MD"
"1","GENERAL MUSEUM","CHESTERTOWN","MD"
"1","HISTORY MUSEUM","FREDERICK","MD"
"1","GENERAL MUSEUM","FINKSBURG","MD"
"1","GENERAL MUSEUM","NEW WINDSOR","MD"
"1","HISTORIC PRESERVATION","SPARROWS POINT","MD"
"1","GENERAL MUSEUM","LEXINGTON PARK","MD"
"1","HISTORIC PRESERVATION","CENTREVILLE","MD"
"1","GENERAL MUSEUM","ABERDEEN","MD"
"1","HISTORIC PRESERVATION","LEONARDTOWN","MD"
"1","HISTORY MUSEUM","HVRE DE GRACE","MD"
"1","GENERAL MUSEUM","HAVRE DE GRACE","MD"
"1","HISTORIC PRESERVATION","STILL POND","MD"
"1","HISTORY MUSEUM","POCOMOKE CITY","MD"
"1","HISTORY MUSEUM","HAVRE DE GRACE","MD"
"1","ART MUSEUM","EMMITSBURG","MD"
"1","ART MUSEUM","LA PLATA","MD"
"1","HISTORY MUSEUM","NORTH EAST","MD"
"1","GENERAL MUSEUM","GLENWOOD","MD"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","HAGERSTOWN","MD"
"1","HISTORIC PRESERVATION","WOODSBORO","MD"
"1","HISTORIC PRESERVATION","SNOW HILL","MD"
"1","GENERAL MUSEUM","WISCASSET","ME"
"1","HISTORIC PRESERVATION","ALLAGASH","ME"
"1","HISTORIC PRESERVATION","APPLETON","ME"
"2","HISTORIC PRESERVATION","SCARBOROUGH","ME"
"1","HISTORIC PRESERVATION","BELFAST","ME"
"1","HISTORY MUSEUM","UNITY","ME"
"1","GENERAL MUSEUM","BELGRADE","ME"
"1","ART MUSEUM","FORT KENT","ME"
"1","HISTORIC PRESERVATION","BLUE HILL","ME"
"1","HISTORY MUSEUM","BOOTHBAY","ME"
"1","HISTORIC PRESERVATION","BREMEN","ME"
"1","HISTORIC PRESERVATION","BREWER","ME"
"1","HISTORIC PRESERVATION","BROWNFIELD","ME"
"1","HISTORIC PRESERVATION","BROWNVILLE ��","ME"
"1","HISTORIC PRESERVATION","STONINGTON","ME"
"2","HISTORIC PRESERVATION","BUXTON","ME"
"1","HISTORIC PRESERVATION","CAMBRIDGE","ME"
"2","HISTORIC PRESERVATION","CARIBOU","ME"
"1","HISTORIC PRESERVATION","CARTHAGE","ME"
"1","HISTORIC PRESERVATION","CASTINE","ME"
"2","HISTORIC PRESERVATION","SEDGWICK","ME"
"3","GENERAL MUSEUM","BRUNSWICK","ME"
"1","HISTORIC PRESERVATION","CHEBEAGUE IS","ME"
"2","HISTORIC PRESERVATION","PITTSFIELD","ME"
"2","HISTORIC PRESERVATION","CORNISH","ME"
"1","HISTORIC PRESERVATION","DEER ISLE","ME"
"1","HISTORIC PRESERVATION","DENMARK","ME"
"1","HISTORIC PRESERVATION","EDMUNDS TWP","ME"
"1","HISTORIC PRESERVATION","DENNYSVILLE","ME"
"1","HISTORIC PRESERVATION","DEXTER","ME"
"1","HISTORIC PRESERVATION","DIXFIELD","ME"
"1","HISTORIC PRESERVATION","DOVER FOXCROFT","ME"
"1","HISTORIC PRESERVATION","SACO","ME"
"1","HISTORIC PRESERVATION","NORTH ANSON","ME"
"1","HISTORIC PRESERVATION","EXETER","ME"
"1","HISTORIC PRESERVATION","FALMOUTH","ME"
"1","HISTORIC PRESERVATION","SOUTH THOMASTON","ME"
"1","HISTORIC PRESERVATION","FRANKLIN","ME"
"1","HISTORIC PRESERVATION","FREEPORT","ME"
"2","NATURAL HISTORY MUSEUM","BAR HARBOR","ME"
"1","HISTORIC PRESERVATION","GILEAD","ME"
"2","HISTORIC PRESERVATION","HAMPDEN","ME"
"1","HISTORIC PRESERVATION","HARRISON","ME"
"1","HISTORIC PRESERVATION","HIRAM","ME"
"1","HISTORIC PRESERVATION","WELLS","ME"
"1","HISTORIC PRESERVATION","INDUSTRY","ME"
"1","HISTORIC PRESERVATION","ISLESBORO","ME"
"1","GENERAL MUSEUM","DOUGLAS HILL","ME"
"1","HISTORIC PRESERVATION","KINGFIELD","ME"
"2","HISTORIC PRESERVATION","WHITEFIELD","ME"
"1","ART MUSEUM","KITTERY POINT","ME"
"2","HISTORIC PRESERVATION","OAKLAND","ME"
"2","HISTORIC PRESERVATION","MACHIASPORT","ME"
"1","HISTORIC PRESERVATION","LIVERMORE","ME"
"1","HISTORIC PRESERVATION","LONG ISLAND","ME"
"1","HISTORY MUSEUM","CARIBOU","ME"
"1","HISTORIC PRESERVATION","MADAWASKA","ME"
"2","HISTORIC PRESERVATION","PHILLIPS","ME"
"1","GENERAL MUSEUM","HOLDEN","ME"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","BANGOR","ME"
"1","GENERAL MUSEUM","UNION","ME"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","ORONO","ME"
"1","HISTORIC PRESERVATION","MILLINOCKET","ME"
"2","GENERAL MUSEUM","GREENVILLE","ME"
"1","ART MUSEUM","OGUNQUIT","ME"
"1","GENERAL MUSEUM","LEEDS","ME"
"2","HISTORIC PRESERVATION","NEW GLOUCESTR","ME"
"1","HISTORIC PRESERVATION","NEW SWEDEN","ME"
"1","HISTORIC PRESERVATION","NORRIDGEWOCK","ME"
"1","HISTORIC PRESERVATION","NORTH BRIDGTON","ME"
"1","HISTORIC PRESERVATION","NORTH YARMOUTH","ME"
"1","HISTORIC PRESERVATION","ORLAND","ME"
"1","HISTORIC PRESERVATION","PALERMO","ME"
"1","HISTORIC PRESERVATION","SOUTH PARIS","ME"
"1","HISTORIC PRESERVATION","BRUNSWICK","ME"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WATERVILLE","ME"
"1","HISTORIC PRESERVATION","NORTHEAST HARBOR","ME"
"1","HISTORIC PRESERVATION","ADDISON","ME"
"1","HISTORIC PRESERVATION","POWNAL","ME"
"1","HISTORIC PRESERVATION","ROBBINSTON","ME"
"1","GENERAL MUSEUM","BRIDGTON","ME"
"1","HISTORIC PRESERVATION","SAINT AGATHA","ME"
"1","HISTORIC PRESERVATION","WASHBUR","ME"
"1","GENERAL MUSEUM","KENNEBUNKPORT","ME"
"1","HISTORIC PRESERVATION","SEBEC","ME"
"1","HISTORIC PRESERVATION","ST GEORGE","ME"
"1","HISTORIC PRESERVATION","SULLIVAN","ME"
"1","HISTORIC PRESERVATION","RICHMOND","ME"
"1","GENERAL MUSEUM","SWANS ISLAND","ME"
"1","GENERAL MUSEUM","MADAWASKA","ME"
"1","HISTORIC PRESERVATION","UNION","ME"
"1","HISTORIC PRESERVATION","UPTON","ME"
"2","GENERAL MUSEUM","ALNA","ME"
"1","HISTORIC PRESERVATION","NORTH WATERBORO","ME"
"1","GENERAL MUSEUM","WELLS","ME"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","WELLS","ME"
"1","CHILDREN'S MUSEUM","WILTON","ME"
"1","HISTORY MUSEUM","CASTINE","ME"
"1","HISTORIC PRESERVATION","WINDHAM","ME"
"1","HISTORIC PRESERVATION","WINTER HARBO","ME"
"1","HISTORY MUSEUM","WINTERPORT","ME"
"1","HISTORIC PRESERVATION","WINTERPORT","ME"
"1","HISTORIC PRESERVATION","WINTHROP","ME"
"1","HISTORIC PRESERVATION","WOOLWICH","ME"
"2","HISTORIC PRESERVATION","CORUNNA","MI"
"1","HISTORIC PRESERVATION","ADA","MI"
"8","GENERAL MUSEUM","LANSING","MI"
"1","HISTORY MUSEUM","BRIGHTON","MI"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","PORTAGE","MI"
"3","HISTORIC PRESERVATION","HARRISVILLE","MI"
"1","HISTORIC PRESERVATION","ALLEN","MI"
"1","HISTORIC PRESERVATION","ALPHA","MI"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","BERRIEN SPRINGS","MI"
"1","HISTORIC PRESERVATION","ARCADIA","MI"
"1","HISTORIC PRESERVATION","AU GRES","MI"
"1","ART MUSEUM","BATTLE CREEK","MI"
"1","ART MUSEUM","SAULT STE MARIE","MI"
"1","GENERAL MUSEUM","ROSCOMMON","MI"
"2","HISTORIC PRESERVATION","BRIMLEY","MI"
"3","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","EAST LANSING","MI"
"1","GENERAL MUSEUM","BEAVER ISLAND","MI"
"1","HISTORIC PRESERVATION","BEAVERTON","MI"
"1","HISTORIC PRESERVATION","BENZONIA","MI"
"1","HISTORIC PRESERVATION","BERGLAND","MI"
"3","HISTORIC PRESERVATION","BENTON HARBOR","MI"
"1","HISTORY MUSEUM","BERRIEN SPRINGS","MI"
"2","HISTORIC PRESERVATION","WHITE CLOUD","MI"
"3","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","GRAND RAPIDS","MI"
"1","HISTORIC PRESERVATION","BLISSFIELD","MI"
"1","HISTORIC PRESERVATION","POINTE AUX PINS","MI"
"1","HISTORIC PRESERVATION","ALTO","MI"
"1","HISTORIC PRESERVATION","BRETHREN","MI"
"2","HISTORIC PRESERVATION","HILLMAN","MI"
"1","ART MUSEUM","BURTON","MI"
"2","GENERAL MUSEUM","CALUMET","MI"
"7","GENERAL MUSEUM","GRAND RAPIDS","MI"
"1","HISTORIC PRESERVATION","CASS CITY","MI"
"4","GENERAL MUSEUM","SAGINAW","MI"
"1","HISTORIC PRESERVATION","CHAMPION","MI"
"1","HISTORIC PRESERVATION","BOYNE CITY","MI"
"2","HISTORIC PRESERVATION","CHARLEVOIX","MI"
"1","HISTORY MUSEUM","CHASSELL","MI"
"1","HISTORY MUSEUM","CHELSEA","MI"
"1","HISTORIC PRESERVATION","CHESTERFIELD","MI"
"1","HISTORIC PRESERVATION","MARINE CITY","MI"
"4","HISTORIC PRESERVATION","TRAVERSE CITY","MI"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","OKEMOS","MI"
"1","HISTORIC PRESERVATION","CHARLOTTE","MI"
"2","ART MUSEUM","BLOOMFIELD HILLS","MI"
"1","ART MUSEUM","FRANKFORT","MI"
"1","HISTORY MUSEUM","BRETHREN","MI"
"1","HISTORY MUSEUM","MARSHALL","MI"
"1","GENERAL MUSEUM","LAPEER","MI"
"2","HISTORIC PRESERVATION","PETOSKEY","MI"
"1","HISTORIC PRESERVATION","ENGADINE","MI"
"1","HISTORIC PRESERVATION","MAYBEE","MI"
"1","GENERAL MUSEUM","PESHAWBESTOWN","MI"
"1","GENERAL MUSEUM","ADRIAN","MI"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NILES","MI"
"1","HISTORIC PRESERVATION","FIFE LAKE","MI"
"1","HISTORY MUSEUM","GREENVILLE","MI"
"1","HISTORIC PRESERVATION","FLAT ROCK","MI"
"1","ART MUSEUM","ALMA","MI"
"1","GENERAL MUSEUM","NILES","MI"
"2","HISTORIC PRESERVATION","ALPENA","MI"
"1","HISTORIC PRESERVATION","FRASER","MI"
"2","HISTORIC PRESERVATION","ROYAL OAK","MI"
"1","HISTORIC PRESERVATION","GALIEN","MI"
"1","ART MUSEUM","SPRING ARBOR","MI"
"2","HISTORY MUSEUM","FLINT","MI"
"1","HISTORIC PRESERVATION","GLADWIN","MI"
"3","HISTORIC PRESERVATION","IRONWOOD","MI"
"1","GENERAL MUSEUM","GRAND BLANC","MI"
"1","HISTORIC PRESERVATION","GRAND MARAIS","MI"
"1","CHILDREN'S MUSEUM","GRAND RAPIDS","MI"
"1","ART MUSEUM","ALLENDALE","MI"
"1","HISTORIC PRESERVATION","BELDING","MI"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","MUSKEGON","MI"
"1","GENERAL MUSEUM","ROGERS CITY","MI"
"4","HISTORY MUSEUM","MUSKEGON","MI"
"1","GENERAL MUSEUM","PARADISE","MI"
"1","HISTORIC PRESERVATION","STERLING HEIGHTS","MI"
"3","HISTORIC PRESERVATION","WASHINGTON","MI"
"2","HISTORIC PRESERVATION","LIVONIA","MI"
"4","HISTORIC PRESERVATION","MUSKEGON","MI"
"1","HISTORIC PRESERVATION","HARBOR SPRINGS","MI"
"1","HISTORIC PRESERVATION","HARTLAND","MI"
"1","HISTORIC PRESERVATION","ALDEN","MI"
"1","HISTORIC PRESERVATION","HEMLOCK","MI"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","TIPTON","MI"
"1","HISTORIC PRESERVATION","HIGHALND","MI"
"1","HISTORIC PRESERVATION","HIGHLAND","MI"
"1","HISTORIC PRESERVATION","HILLSDALE","MI"
"1","HISTORIC PRESERVATION","GROSSE POINTE FARMS","MI"
"1","HISTORIC PRESERVATION","DUNDEE","MI"
"3","HISTORIC PRESERVATION","BATTLE CREEK","MI"
"1","HISTORIC PRESERVATION","BANCROFT","MI"
"1","HISTORIC PRESERVATION","HOLLY","MI"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","HOWELL","MI"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","PORT AUSTIN","MI"
"1","GENERAL MUSEUM","BELMONT","MI"
